CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_DISTRIBUTION_TYPE,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,INPUT_DIR,WIND_SPEED,WIND_DIRECTION,CROWN_FIRE_MODEL,CC,CBH,CBD,CH,Run Number
0.3,0.7,.TRUE.,0.3,0.6,1619.0,'LOGNORMAL',89.0,150.0,2.0,2.0,0.4,0.5,0.1,0.6,1,1,2,5.0,22.0,inputs,6.1,-40.4,0,-0.08,-3.17,-2.51,0.08,221
0.1,0.6,.TRUE.,0.4,0.5,106.0,'LOGNORMAL',40.0,166.0,1.0,2.0,0.6,0.6,0.1,0.6,2,2,2,63.0,86.0,inputs,6.2,333.7,0,0.0,2.63,-4.76,0.1,222
0.2,0.4,.TRUE.,0.3,0.3,1875.0,'LOGNORMAL',179.0,180.0,1.0,2.0,0.3,0.5,0.2,0.5,1,1,2,6.0,42.0,inputs-500M,10.9,-31.9,1,0.06,-4.03,0.05,2.13,223
0.4,0.8,.TRUE.,0.5,0.5,2269.0,'LOGNORMAL',17.0,83.0,1.0,2.0,0.6,0.7,0.2,0.2,1,1,2,4.0,20.0,inputs,17.1,-223.1,1,-0.06,2.46,-6.8,0.02,224
0.1,0.8,.TRUE.,0.2,0.7,794.0,'LOGNORMAL',94.0,111.0,2.0,3.0,0.2,0.3,0.4,0.4,2,2,2,83.0,96.0,inputs-500M,17.1,-90.4,0,-0.05,3.87,-2.55,0.05,225
0.2,0.6,.TRUE.,0.2,0.3,2463.0,'LOGNORMAL',3.0,200.0,2.0,3.0,0.3,0.7,0.2,0.6,1,1,2,4.0,88.0,inputs-500M,10.6,266.9,1,-0.03,-4.16,-0.42,0.09,226
0.4,0.5,.TRUE.,0.3,0.6,2895.0,'LOGNORMAL',67.0,162.0,1.0,2.0,0.2,0.6,0.4,0.4,1,1,2,59.0,92.0,inputs-500M,9.6,-296.0,1,-0.08,3.69,-0.04,1.26,227
0.3,0.6,.TRUE.,0.4,0.5,1270.0,'LOGNORMAL',135.0,185.0,2.0,2.0,0.1,0.4,0.2,0.2,1,1,1,19.0,24.0,inputs,11.6,-154.9,0,0.07,-2.56,-3.74,-0.01,228
0.5,0.7,.TRUE.,0.3,0.3,2884.0,'LOGNORMAL',12.0,166.0,2.0,3.0,0.3,0.4,0.3,0.4,1,1,2,49.0,81.0,inputs-1000M,5.5,-81.7,1,0.08,-2.11,0.02,5.93,229
0.1,0.4,.TRUE.,0.6,0.7,495.0,'LOGNORMAL',78.0,96.0,2.0,2.0,0.6,0.7,0.1,0.6,1,1,1,60.0,79.0,inputs-1000M,10.7,-212.4,1,0.08,-2.5,-6.84,-0.05,230
0.2,0.6,.TRUE.,0.5,0.6,116.0,'LOGNORMAL',61.0,199.0,1.0,3.0,0.1,0.6,0.1,0.4,1,1,2,42.0,89.0,inputs-1000M,2.6,24.8,0,-0.07,1.86,-3.87,-0.04,231
0.8,0.8,.TRUE.,0.6,0.6,476.0,'LOGNORMAL',82.0,108.0,2.0,2.0,0.2,0.5,0.1,0.4,1,1,2,35.0,46.0,inputs-500M,12.5,-171.4,0,0.03,-4.9,-0.06,2.55,232
0.2,0.7,.TRUE.,0.3,0.6,1004.0,'LOGNORMAL',92.0,159.0,2.0,3.0,0.2,0.5,0.3,0.5,1,1,2,17.0,89.0,inputs-500M,10.9,-235.6,0,0.06,0.55,0.05,5.05,233
0.1,0.7,.TRUE.,0.3,0.7,2189.0,'LOGNORMAL',16.0,187.0,1.0,3.0,0.3,0.5,0.7,0.7,1,1,1,42.0,75.0,inputs-500M,1.9,357.4,0,-0.0,2.27,-0.07,6.08,234
0.3,0.7,.TRUE.,0.6,0.6,2100.0,'LOGNORMAL',78.0,148.0,1.0,2.0,0.1,0.6,0.2,0.4,2,2,2,8.0,44.0,inputs,4.0,256.0,1,-0.02,-4.89,-2.26,0.04,235
0.4,0.7,.TRUE.,0.2,0.3,1826.0,'LOGNORMAL',118.0,188.0,2.0,2.0,0.1,0.4,0.2,0.2,1,1,2,43.0,92.0,inputs-500M,3.9,-125.5,0,-0.05,2.85,-3.14,-0.04,236
0.3,0.5,.TRUE.,0.1,0.5,815.0,'LOGNORMAL',24.0,163.0,1.0,3.0,0.5,0.5,0.2,0.7,2,2,2,52.0,85.0,inputs-1000M,16.2,-66.5,1,0.08,2.15,-0.01,0.61,237
0.1,0.3,.TRUE.,0.4,0.7,2571.0,'LOGNORMAL',168.0,179.0,1.0,2.0,0.2,0.3,0.4,0.5,1,1,2,5.0,74.0,inputs,5.7,90.7,1,-0.0,3.52,-0.92,0.07,238
0.4,0.8,.TRUE.,0.1,0.2,1912.0,'LOGNORMAL',24.0,88.0,2.0,2.0,0.2,0.7,0.4,0.6,2,2,2,27.0,70.0,inputs-500M,10.5,188.6,0,-0.07,1.7,-3.98,-0.08,239
0.4,0.7,.TRUE.,0.4,0.5,2682.0,'LOGNORMAL',87.0,182.0,2.0,2.0,0.4,0.6,0.4,0.6,2,2,2,38.0,91.0,inputs-500M,10.0,-96.0,0,0.03,1.58,-3.27,0.05,240
0.2,0.5,.TRUE.,0.3,0.6,1770.0,'LOGNORMAL',163.0,192.0,2.0,2.0,0.2,0.6,0.3,0.4,2,2,2,19.0,97.0,inputs,13.3,336.9,1,0.09,1.04,-0.01,2.76,241
0.2,0.4,.TRUE.,0.3,0.5,686.0,'LOGNORMAL',129.0,139.0,1.0,2.0,0.2,0.3,0.3,0.6,1,1,2,52.0,78.0,inputs-1000M,1.7,147.3,0,-0.03,-3.41,-6.71,0.02,242
0.2,0.6,.TRUE.,0.3,0.6,2861.0,'LOGNORMAL',132.0,172.0,1.0,2.0,0.2,0.3,0.1,0.3,2,2,2,35.0,84.0,inputs,12.0,228.7,0,0.06,0.71,0.06,0.67,243
0.4,0.4,.TRUE.,0.1,0.3,215.0,'LOGNORMAL',13.0,95.0,2.0,3.0,0.3,0.7,0.5,0.6,1,1,1,18.0,88.0,inputs-500M,18.0,-257.7,0,-0.07,-4.27,0.04,5.91,244
0.6,0.7,.TRUE.,0.2,0.3,737.0,'LOGNORMAL',22.0,35.0,1.0,2.0,0.5,0.7,0.2,0.6,1,1,2,7.0,46.0,inputs,8.8,344.4,0,-0.05,4.36,-1.33,-0.09,245
0.3,0.6,.TRUE.,0.5,0.6,2056.0,'LOGNORMAL',38.0,116.0,2.0,3.0,0.2,0.3,0.2,0.3,1,1,2,38.0,51.0,inputs-500M,16.8,-164.1,0,-0.09,0.5,-4.28,0.09,246
0.2,0.4,.TRUE.,0.1,0.4,879.0,'LOGNORMAL',112.0,196.0,2.0,3.0,0.3,0.7,0.2,0.4,2,2,2,4.0,75.0,inputs,16.7,-59.2,1,0.04,-1.14,0.08,0.94,247
0.5,0.8,.TRUE.,0.3,0.6,1091.0,'LOGNORMAL',41.0,164.0,1.0,3.0,0.1,0.6,0.6,0.7,1,1,2,40.0,76.0,inputs-1000M,4.2,16.1,1,0.09,3.35,-0.07,4.36,248
0.1,0.3,.TRUE.,0.4,0.5,1170.0,'LOGNORMAL',13.0,126.0,1.0,3.0,0.4,0.7,0.3,0.4,1,1,1,18.0,65.0,inputs-1000M,0.1,-247.6,0,0.09,-0.71,-2.49,0.1,249
0.2,0.3,.TRUE.,0.3,0.3,2033.0,'LOGNORMAL',104.0,147.0,1.0,3.0,0.3,0.6,0.6,0.6,1,1,2,26.0,32.0,inputs,3.7,163.9,1,-0.01,2.46,-2.98,-0.05,250
0.4,0.4,.TRUE.,0.5,0.7,855.0,'LOGNORMAL',10.0,56.0,2.0,3.0,0.1,0.1,0.2,0.2,1,1,2,23.0,66.0,inputs,2.9,287.0,1,0.07,1.26,-0.02,6.32,251
0.4,0.5,.TRUE.,0.5,0.6,429.0,'LOGNORMAL',42.0,129.0,2.0,2.0,0.1,0.4,0.2,0.5,1,1,2,55.0,56.0,inputs-500M,17.1,-77.1,0,0.05,1.92,-3.29,0.03,252
0.2,0.5,.TRUE.,0.3,0.6,144.0,'LOGNORMAL',22.0,136.0,1.0,2.0,0.3,0.3,0.3,0.4,2,2,2,23.0,86.0,inputs,7.5,-54.7,0,0.04,-4.19,-3.54,-0.02,253
0.4,0.8,.TRUE.,0.3,0.4,1029.0,'LOGNORMAL',10.0,78.0,2.0,2.0,0.2,0.4,0.4,0.5,1,1,2,11.0,30.0,inputs-500M,8.7,-318.2,0,0.07,3.3,-0.05,5.66,254
0.6,0.6,.TRUE.,0.1,0.4,1741.0,'LOGNORMAL',86.0,196.0,2.0,3.0,0.5,0.5,0.2,0.5,1,1,1,22.0,33.0,inputs-500M,2.8,53.2,1,-0.03,3.09,-3.34,0.01,255
0.2,0.4,.TRUE.,0.2,0.5,26.0,'LOGNORMAL',67.0,111.0,2.0,2.0,0.2,0.2,0.1,0.7,1,1,1,37.0,49.0,inputs-1000M,19.9,214.7,1,-0.1,2.58,0.05,0.37,256
0.5,0.7,.TRUE.,0.1,0.2,449.0,'LOGNORMAL',13.0,179.0,1.0,2.0,0.2,0.5,0.6,0.7,2,2,2,34.0,72.0,inputs-500M,17.8,181.1,0,-0.03,-1.64,0.04,6.1,257
0.2,0.5,.TRUE.,0.4,0.6,1758.0,'LOGNORMAL',43.0,133.0,1.0,3.0,0.1,0.6,0.1,0.3,1,1,2,30.0,60.0,inputs-500M,16.5,75.1,0,-0.0,4.28,0.09,2.16,258
0.5,0.7,.TRUE.,0.3,0.5,2059.0,'LOGNORMAL',45.0,162.0,1.0,3.0,0.3,0.4,0.3,0.7,1,1,1,6.0,19.0,inputs-1000M,7.6,290.6,1,0.08,1.89,-6.28,-0.02,259
0.1,0.2,.TRUE.,0.2,0.6,1565.0,'LOGNORMAL',59.0,77.0,1.0,3.0,0.6,0.7,0.2,0.3,1,1,2,50.0,93.0,inputs-500M,14.9,-124.6,0,-0.07,3.13,-3.93,-0.03,260
0.2,0.7,.TRUE.,0.2,0.4,1446.0,'LOGNORMAL',49.0,161.0,2.0,2.0,0.5,0.5,0.2,0.6,1,1,2,69.0,76.0,inputs-1000M,0.8,100.5,1,0.01,1.61,-2.29,0.07,261
0.2,0.6,.TRUE.,0.2,0.4,1006.0,'LOGNORMAL',107.0,112.0,1.0,2.0,0.2,0.4,0.2,0.2,1,1,1,35.0,71.0,inputs-500M,14.2,-266.0,1,-0.05,-0.46,0.02,6.15,262
0.2,0.4,.TRUE.,0.2,0.4,1400.0,'LOGNORMAL',42.0,161.0,2.0,3.0,0.2,0.3,0.5,0.6,1,1,1,52.0,61.0,inputs-1000M,13.4,-214.3,1,-0.01,-0.98,0.09,1.8,263
0.5,0.8,.TRUE.,0.2,0.6,2009.0,'LOGNORMAL',4.0,118.0,1.0,3.0,0.1,0.6,0.1,0.7,1,1,1,29.0,37.0,inputs-500M,0.8,-150.2,0,0.1,-1.27,-0.06,6.04,264
0.4,0.5,.TRUE.,0.5,0.6,2755.0,'LOGNORMAL',7.0,173.0,1.0,2.0,0.4,0.5,0.6,0.7,1,1,1,2.0,58.0,inputs-1000M,5.4,348.0,1,0.1,-2.08,-6.07,0.1,265
0.2,0.7,.TRUE.,0.2,0.6,1587.0,'LOGNORMAL',48.0,107.0,1.0,3.0,0.3,0.6,0.3,0.7,1,1,1,83.0,93.0,inputs-500M,7.8,59.4,0,0.07,4.1,-0.03,3.23,266
0.3,0.4,.TRUE.,0.3,0.6,1675.0,'LOGNORMAL',21.0,100.0,1.0,3.0,0.6,0.7,0.2,0.6,1,1,2,3.0,31.0,inputs,15.9,293.5,1,-0.08,-0.94,-4.88,-0.07,267
0.5,0.6,.TRUE.,0.3,0.4,2457.0,'LOGNORMAL',136.0,159.0,1.0,2.0,0.1,0.4,0.1,0.6,1,1,2,35.0,84.0,inputs-1000M,12.6,125.8,1,-0.04,0.38,-0.06,3.75,268
0.2,0.4,.TRUE.,0.2,0.3,1077.0,'LOGNORMAL',14.0,123.0,1.0,3.0,0.3,0.4,0.4,0.6,1,1,2,56.0,92.0,inputs-1000M,16.7,301.9,1,0.05,1.86,-5.5,0.04,269
0.3,0.7,.TRUE.,0.5,0.5,2990.0,'LOGNORMAL',89.0,154.0,2.0,2.0,0.6,0.7,0.4,0.6,1,1,2,58.0,59.0,inputs,2.4,-28.1,1,0.08,3.28,-0.88,-0.08,270
0.3,0.4,.TRUE.,0.1,0.6,61.0,'LOGNORMAL',17.0,18.0,2.0,2.0,0.2,0.4,0.3,0.6,1,1,2,23.0,65.0,inputs-1000M,14.8,-352.1,1,0.07,-4.98,-0.09,2.68,271
0.1,0.3,.TRUE.,0.2,0.4,129.0,'LOGNORMAL',4.0,184.0,1.0,2.0,0.3,0.6,0.4,0.5,2,2,2,9.0,20.0,inputs-1000M,0.4,-139.3,1,-0.09,-1.06,0.06,2.97,272
0.4,0.4,.TRUE.,0.3,0.6,2296.0,'LOGNORMAL',29.0,46.0,2.0,3.0,0.6,0.7,0.4,0.6,1,1,2,16.0,83.0,inputs-1000M,6.8,12.1,1,0.0,1.34,-0.01,1.32,273
0.6,0.7,.TRUE.,0.1,0.3,778.0,'LOGNORMAL',5.0,114.0,2.0,2.0,0.4,0.5,0.3,0.3,1,1,2,8.0,10.0,inputs-1000M,14.1,352.5,0,-0.07,-0.18,-0.01,4.55,274
0.1,0.2,.TRUE.,0.4,0.4,550.0,'LOGNORMAL',52.0,165.0,2.0,2.0,0.2,0.5,0.3,0.4,1,1,2,18.0,53.0,inputs-1000M,3.3,-253.6,0,-0.06,-4.64,0.09,0.78,275
0.5,0.7,.TRUE.,0.1,0.2,2732.0,'LOGNORMAL',63.0,69.0,2.0,2.0,0.1,0.2,0.3,0.6,1,1,1,9.0,23.0,inputs-1000M,1.3,-26.3,0,-0.04,-0.69,0.01,5.74,276
0.5,0.8,.TRUE.,0.2,0.2,2784.0,'LOGNORMAL',54.0,155.0,2.0,2.0,0.4,0.5,0.6,0.6,1,1,2,1.0,1.0,inputs-1000M,18.2,-231.8,1,-0.07,-3.43,-0.02,3.53,277
0.3,0.4,.TRUE.,0.1,0.4,2663.0,'LOGNORMAL',138.0,181.0,1.0,3.0,0.6,0.6,0.4,0.7,1,1,2,6.0,45.0,inputs-500M,17.0,216.6,0,0.06,-3.78,-4.06,0.0,278
0.1,0.7,.TRUE.,0.5,0.5,530.0,'LOGNORMAL',20.0,61.0,2.0,2.0,0.2,0.5,0.1,0.6,1,1,2,23.0,34.0,inputs,13.8,-106.8,1,0.05,-1.89,-0.45,0.0,279
0.6,0.7,.TRUE.,0.3,0.3,1750.0,'LOGNORMAL',106.0,142.0,1.0,3.0,0.6,0.6,0.1,0.2,1,1,2,70.0,71.0,inputs,5.4,21.1,0,-0.02,0.81,-3.52,-0.05,280
0.2,0.3,.TRUE.,0.1,0.4,2050.0,'LOGNORMAL',63.0,150.0,1.0,3.0,0.1,0.3,0.2,0.6,1,1,2,47.0,57.0,inputs,4.4,347.2,0,-0.05,-3.73,-5.84,0.04,281
0.5,0.7,.TRUE.,0.2,0.3,1419.0,'LOGNORMAL',124.0,161.0,2.0,3.0,0.5,0.5,0.2,0.4,2,2,2,26.0,100.0,inputs-1000M,19.7,-46.2,1,0.05,-0.73,-1.71,0.07,282
0.1,0.6,.TRUE.,0.1,0.7,835.0,'LOGNORMAL',141.0,170.0,1.0,3.0,0.4,0.5,0.1,0.5,1,1,1,34.0,87.0,inputs,7.4,-121.9,0,0.06,-1.63,0.06,1.4,283
0.5,0.6,.TRUE.,0.5,0.6,1377.0,'LOGNORMAL',49.0,121.0,2.0,2.0,0.3,0.4,0.1,0.4,1,1,1,2.0,57.0,inputs-1000M,2.6,-339.6,0,-0.01,-1.22,-4.22,-0.03,284
0.3,0.7,.TRUE.,0.6,0.6,2935.0,'LOGNORMAL',6.0,37.0,2.0,2.0,0.3,0.4,0.2,0.4,1,1,2,30.0,67.0,inputs,12.3,-98.2,1,0.06,0.21,-0.1,3.67,285
0.4,0.7,.TRUE.,0.2,0.2,2410.0,'LOGNORMAL',103.0,118.0,2.0,3.0,0.3,0.4,0.3,0.4,1,1,2,38.0,62.0,inputs-500M,14.6,-336.8,1,0.03,2.05,-6.13,0.07,286
0.3,0.8,.TRUE.,0.2,0.5,33.0,'LOGNORMAL',87.0,135.0,1.0,2.0,0.2,0.4,0.5,0.7,1,1,2,13.0,36.0,inputs-1000M,18.1,-74.2,1,-0.08,0.16,0.04,3.21,287
0.1,0.5,.TRUE.,0.4,0.7,913.0,'LOGNORMAL',27.0,145.0,1.0,2.0,0.3,0.5,0.5,0.6,1,1,1,17.0,87.0,inputs-500M,11.7,-205.4,1,-0.07,0.9,-0.02,3.38,288
0.4,0.5,.TRUE.,0.6,0.7,1866.0,'LOGNORMAL',34.0,189.0,2.0,2.0,0.2,0.6,0.2,0.3,1,1,2,8.0,29.0,inputs-1000M,0.7,357.9,0,-0.05,1.01,0.08,6.85,289
0.6,0.8,.TRUE.,0.6,0.6,2142.0,'LOGNORMAL',42.0,127.0,2.0,3.0,0.2,0.5,0.3,0.5,1,1,2,7.0,25.0,inputs-500M,1.7,264.3,1,0.06,-3.37,0.09,1.79,290
0.6,0.7,.TRUE.,0.4,0.4,1084.0,'LOGNORMAL',119.0,185.0,1.0,3.0,0.2,0.5,0.1,0.6,2,2,2,26.0,80.0,inputs,3.7,257.0,0,0.09,3.79,-0.98,-0.03,291
0.5,0.6,.TRUE.,0.1,0.5,1884.0,'LOGNORMAL',56.0,167.0,2.0,2.0,0.4,0.7,0.2,0.4,1,1,2,21.0,68.0,inputs-1000M,0.7,-312.7,1,0.01,4.97,-1.06,-0.06,292
0.6,0.6,.TRUE.,0.2,0.4,2948.0,'LOGNORMAL',16.0,16.0,1.0,2.0,0.1,0.4,0.1,0.5,2,2,2,13.0,91.0,inputs-500M,4.5,-41.2,1,0.01,3.95,-0.1,2.64,293
0.4,0.6,.TRUE.,0.5,0.6,566.0,'LOGNORMAL',17.0,113.0,2.0,2.0,0.1,0.2,0.6,0.7,1,1,2,26.0,60.0,inputs,8.5,26.5,0,-0.1,2.13,-5.84,-0.09,294
0.6,0.7,.TRUE.,0.3,0.4,1517.0,'LOGNORMAL',56.0,107.0,1.0,2.0,0.2,0.4,0.4,0.5,1,1,1,17.0,57.0,inputs-1000M,12.6,-73.8,1,0.03,-1.71,0.02,0.46,295
0.3,0.6,.TRUE.,0.2,0.5,2871.0,'LOGNORMAL',176.0,176.0,2.0,2.0,0.3,0.4,0.2,0.2,1,1,2,13.0,60.0,inputs-1000M,2.1,132.6,1,-0.01,-4.49,0.04,0.09,296
0.2,0.3,.TRUE.,0.2,0.2,2453.0,'LOGNORMAL',77.0,162.0,2.0,3.0,0.3,0.4,0.2,0.3,1,1,2,27.0,90.0,inputs-500M,0.8,-198.2,0,-0.01,1.76,-5.56,0.04,297
0.6,0.7,.TRUE.,0.4,0.6,788.0,'LOGNORMAL',47.0,186.0,2.0,3.0,0.4,0.7,0.2,0.7,2,2,2,51.0,74.0,inputs,2.4,83.0,1,-0.01,2.29,-0.01,0.56,298
0.3,0.5,.TRUE.,0.3,0.5,2942.0,'LOGNORMAL',101.0,120.0,2.0,3.0,0.3,0.4,0.4,0.7,1,1,2,37.0,53.0,inputs,3.8,312.1,0,0.08,1.39,-3.88,-0.05,299
0.4,0.6,.TRUE.,0.2,0.6,280.0,'LOGNORMAL',36.0,54.0,1.0,3.0,0.3,0.4,0.3,0.5,2,2,2,44.0,86.0,inputs-1000M,16.4,95.3,0,0.07,-3.83,-6.15,0.08,300
0.4,0.6,.TRUE.,0.3,0.6,606.0,'LOGNORMAL',116.0,151.0,2.0,2.0,0.2,0.2,0.3,0.6,2,2,2,34.0,98.0,inputs-500M,1.8,-238.9,1,0.02,-3.57,-0.08,5.63,301
0.4,0.8,.TRUE.,0.3,0.5,1739.0,'LOGNORMAL',144.0,150.0,2.0,2.0,0.5,0.6,0.4,0.5,1,1,2,29.0,71.0,inputs-1000M,9.8,-63.3,1,-0.03,-4.54,-0.0,4.04,302
0.5,0.5,.TRUE.,0.2,0.6,2821.0,'LOGNORMAL',61.0,110.0,2.0,2.0,0.2,0.3,0.5,0.7,1,1,2,78.0,79.0,inputs-1000M,6.9,236.2,1,-0.02,-0.67,-0.0,1.31,303
0.5,0.8,.TRUE.,0.2,0.7,893.0,'LOGNORMAL',10.0,156.0,2.0,2.0,0.5,0.7,0.2,0.5,1,1,2,17.0,23.0,inputs-1000M,14.9,-8.4,0,-0.06,-4.09,-6.41,-0.01,304
0.4,0.5,.TRUE.,0.5,0.6,1792.0,'LOGNORMAL',95.0,96.0,2.0,2.0,0.6,0.7,0.2,0.6,1,1,2,28.0,72.0,inputs-1000M,4.0,-136.5,1,0.04,-0.43,0.06,0.72,305
0.3,0.6,.TRUE.,0.2,0.6,941.0,'LOGNORMAL',62.0,189.0,1.0,2.0,0.6,0.7,0.3,0.4,1,1,1,28.0,89.0,inputs,0.5,-269.6,0,0.06,-4.57,0.02,4.09,306
0.6,0.8,.TRUE.,0.1,0.4,1329.0,'LOGNORMAL',79.0,114.0,1.0,3.0,0.2,0.3,0.1,0.3,1,1,1,5.0,28.0,inputs,5.9,-69.9,1,-0.05,3.45,-1.62,0.02,307
0.6,0.8,.TRUE.,0.3,0.6,1889.0,'LOGNORMAL',9.0,143.0,2.0,3.0,0.3,0.4,0.4,0.5,1,1,2,12.0,27.0,inputs-1000M,17.6,-215.2,1,-0.08,-0.64,-4.01,-0.02,308
0.5,0.6,.TRUE.,0.2,0.5,137.0,'LOGNORMAL',52.0,156.0,2.0,3.0,0.1,0.6,0.3,0.5,1,1,1,11.0,78.0,inputs-500M,6.4,271.6,0,0.05,0.25,-0.05,5.37,309
0.4,0.5,.TRUE.,0.1,0.1,1105.0,'LOGNORMAL',127.0,148.0,1.0,3.0,0.4,0.6,0.1,0.4,1,1,1,73.0,80.0,inputs,2.7,-306.3,0,-0.05,-4.43,-0.07,6.7,310
0.3,0.6,.TRUE.,0.1,0.6,1404.0,'LOGNORMAL',75.0,154.0,1.0,2.0,0.1,0.3,0.5,0.5,1,1,2,23.0,48.0,inputs-1000M,13.9,-175.8,1,-0.03,3.16,0.01,2.7,311
0.4,0.7,.TRUE.,0.4,0.4,1280.0,'LOGNORMAL',7.0,28.0,1.0,3.0,0.2,0.5,0.2,0.4,1,1,2,21.0,83.0,inputs,5.0,284.7,0,0.04,0.48,-0.07,4.12,312
0.6,0.7,.TRUE.,0.5,0.7,1851.0,'LOGNORMAL',171.0,181.0,1.0,3.0,0.2,0.5,0.1,0.6,1,1,2,3.0,17.0,inputs-1000M,5.1,200.7,1,-0.1,-0.01,-5.6,0.01,313
0.4,0.8,.TRUE.,0.6,0.6,2091.0,'LOGNORMAL',52.0,176.0,2.0,3.0,0.5,0.6,0.2,0.4,2,2,2,82.0,86.0,inputs-1000M,15.7,-15.9,1,-0.05,-0.93,-0.07,1.1,314
0.3,0.6,.TRUE.,0.3,0.4,654.0,'LOGNORMAL',47.0,121.0,2.0,3.0,0.4,0.7,0.3,0.5,1,1,1,7.0,96.0,inputs-500M,11.8,196.1,1,-0.0,-4.36,-0.81,0.05,315
0.1,0.4,.TRUE.,0.4,0.6,2122.0,'LOGNORMAL',89.0,142.0,2.0,2.0,0.2,0.2,0.4,0.5,1,1,2,50.0,50.0,inputs-1000M,18.6,317.1,0,-0.02,2.33,0.07,4.43,316
0.3,0.6,.TRUE.,0.2,0.5,1677.0,'LOGNORMAL',25.0,100.0,1.0,3.0,0.2,0.3,0.1,0.3,1,1,2,43.0,72.0,inputs-1000M,12.1,269.2,0,-0.09,0.12,-0.07,3.31,317
0.5,0.6,.TRUE.,0.2,0.4,668.0,'LOGNORMAL',70.0,138.0,1.0,3.0,0.3,0.6,0.3,0.6,2,2,2,40.0,73.0,inputs,8.1,-273.9,1,0.06,4.48,-0.32,-0.05,318
0.4,0.4,.TRUE.,0.3,0.4,1747.0,'LOGNORMAL',126.0,161.0,1.0,3.0,0.4,0.7,0.1,0.5,1,1,2,33.0,94.0,inputs-1000M,0.6,160.5,1,0.02,-3.98,0.04,3.08,319
0.4,0.7,.TRUE.,0.2,0.5,196.0,'LOGNORMAL',31.0,104.0,2.0,2.0,0.5,0.6,0.2,0.7,1,1,2,83.0,94.0,inputs-1000M,11.2,-179.6,1,-0.03,0.29,0.03,6.25,320
0.4,0.8,.TRUE.,0.5,0.5,1577.0,'LOGNORMAL',140.0,161.0,1.0,2.0,0.3,0.6,0.3,0.7,2,2,2,57.0,59.0,inputs-1000M,6.3,46.0,1,-0.03,-2.25,0.05,5.48,321
0.3,0.8,.TRUE.,0.2,0.7,918.0,'LOGNORMAL',78.0,102.0,1.0,3.0,0.2,0.4,0.3,0.6,1,1,2,79.0,86.0,inputs-1000M,6.3,-11.3,0,-0.07,1.12,0.03,4.97,322
0.5,0.8,.TRUE.,0.1,0.6,2644.0,'LOGNORMAL',16.0,19.0,1.0,3.0,0.6,0.6,0.3,0.6,1,1,2,87.0,95.0,inputs,1.4,-159.5,1,0.04,0.59,0.07,4.78,323
0.3,0.6,.TRUE.,0.4,0.7,1108.0,'LOGNORMAL',45.0,67.0,1.0,2.0,0.2,0.5,0.3,0.4,2,2,2,9.0,12.0,inputs-1000M,11.3,-143.2,0,-0.09,1.71,-0.07,3.37,324
0.3,0.6,.TRUE.,0.4,0.5,2355.0,'LOGNORMAL',7.0,41.0,2.0,2.0,0.1,0.2,0.2,0.6,1,1,2,10.0,79.0,inputs-500M,0.3,-357.4,0,-0.05,3.54,-2.87,0.05,325
0.2,0.3,.TRUE.,0.4,0.6,1285.0,'LOGNORMAL',35.0,60.0,1.0,2.0,0.3,0.4,0.1,0.2,1,1,2,34.0,35.0,inputs-1000M,17.2,-262.5,1,-0.07,-1.31,0.01,0.17,326
0.1,0.7,.TRUE.,0.3,0.4,2167.0,'LOGNORMAL',94.0,167.0,1.0,2.0,0.3,0.5,0.2,0.5,1,1,2,21.0,70.0,inputs,4.7,-167.3,0,-0.1,1.6,0.03,6.99,327
0.2,0.5,.TRUE.,0.6,0.7,2004.0,'LOGNORMAL',143.0,196.0,1.0,2.0,0.3,0.4,0.4,0.6,1,1,2,54.0,81.0,inputs-500M,19.8,100.9,1,0.07,2.03,-6.26,0.1,328
0.3,0.3,.TRUE.,0.1,0.3,2214.0,'LOGNORMAL',171.0,200.0,2.0,3.0,0.2,0.5,0.2,0.3,2,2,2,8.0,64.0,inputs-1000M,1.3,340.2,1,-0.08,2.84,-0.64,0.09,329
0.1,0.6,.TRUE.,0.3,0.3,2330.0,'LOGNORMAL',122.0,136.0,1.0,2.0,0.6,0.6,0.3,0.4,1,1,1,40.0,82.0,inputs,19.4,-291.4,1,0.05,-1.23,-0.89,0.07,330
0.4,0.5,.TRUE.,0.1,0.6,1909.0,'LOGNORMAL',9.0,134.0,1.0,3.0,0.2,0.3,0.2,0.3,1,1,2,82.0,82.0,inputs-500M,16.7,35.8,1,0.03,2.61,-0.1,1.13,331
0.3,0.4,.TRUE.,0.6,0.7,458.0,'LOGNORMAL',119.0,139.0,1.0,3.0,0.2,0.5,0.2,0.6,1,1,2,3.0,32.0,inputs,1.8,335.3,1,0.06,4.57,-4.97,0.1,332
