Description,INPUTS,WIND_CONFIG,ENABLE_SPOTTING,CROWN_FIRE_MODEL,Wall clock time,Day 1 Fire Area,Day 2 Fire Area,Day 3 Fire Area,Day 4 Fire Area,Day 5 Fire Area,Day 6 Fire Area,Day 7 Fire Area,Day 8 Fire Area,Day 1 VIIRS Area,Day 2 VIIRS Area,Day 3 VIIRS Area,Day 4 VIIRS Area,Day 5 VIIRS Area,Day 6 VIIRS Area,Day 7 VIIRS Area,Day 8 VIIRS Area,Day 1 IOU,Day 2 IOU,Day 3 IOU,Day 4 IOU,Day 5 IOU,Day 6 IOU,Day 7 IOU,Day 8 IOU,Comments on anything interesting,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,CC,CBH,CH,CBD,WS,WD,M1,M10,M100,Wall clock time (s),Fire volume (ac-ft),Nembers
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=853-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,7.75,58.954,172.9,357.16,613.058,863.974,1160.136,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.258,0.256,0.268,0.293,0.244,0.253,0.219,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,97.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=852-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,4.359,20.516,39.432,69.67,93.977,162.505,233.986,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.144,0.128,0.213,0.302,0.376,0.414,0.425,None,.TRUE.,0.1,0.9,0.1,0.4,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=851-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,4.499,56.587,287.334,582.822,881.006,1242.846,1890.562,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.146,0.248,0.247,0.254,0.206,0.199,0.155,None,.TRUE.,0.1,0.2,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=850-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,5.906,43.951,192.709,441.216,844.609,1329.516,1732.875,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.17,0.191,0.254,0.255,0.193,0.181,0.159,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,3.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=85-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,24.945,360.933,834.43,1353.449,1947.659,2463.484,2699.896,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.49,0.174,0.136,0.127,0.104,0.113,0.108,None,.TRUE.,0.1,0.3,0.1,1.0,3539.0,1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1.0,1.0,6.0,0.0,32.0,0.08,-4.73,-0.04,-6.18,1.8,87.2,-0.04,-0.07,0.01,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=849-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,10.346,64.512,352.167,778.759,1405.269,1918.106,2280.42,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.271,0.226,0.227,0.201,0.152,0.145,0.133,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.9,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=848-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,7.576,51.451,252.208,546.393,950.486,1441.781,1935.785,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.19,0.212,0.261,0.252,0.191,0.178,0.15,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.5,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=847-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,5.509,27.297,54.544,111.642,197.652,276.476,356.422,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.183,0.169,0.25,0.308,0.345,0.364,0.339,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=846-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,7.313,56.988,338.215,776.16,1290.476,1773.206,2128.423,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.187,0.22,0.212,0.204,0.156,0.148,0.134,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,1667.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=845-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,9.021,54.72,144.52,290.87,473.692,684.134,906.943,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.219,0.225,0.261,0.295,0.253,0.261,0.236,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=844-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,14.782,131.386,412.762,776.318,1324.399,1774.503,2145.278,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.232,0.184,0.184,0.187,0.156,0.154,0.139,None,.TRUE.,0.1,0.9,0.1,0.6,586.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=843-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,4.606,25.078,60.359,123.039,276.272,486.87,668.795,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.15,0.144,0.266,0.344,0.375,0.371,0.307,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=842-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,5.7,27.677,51.898,113.198,214.9,299.693,406.405,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.194,0.17,0.254,0.315,0.353,0.373,0.334,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=841-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,11.105,93.537,587.124,1299.882,1883.063,2371.589,2690.669,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.289,0.223,0.198,0.149,0.124,0.132,0.124,None,.TRUE.,0.1,0.9,0.1,0.6,4477.0,1.0,457.0,1.0,3.0,0.1,0.2,0.1,0.8,1.0,1.0,6.0,0.0,77.0,-0.09,-0.66,0.04,-2.24,2.4,64.7,0.05,-0.06,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=840-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,8.971,78.067,155.568,259.618,364.414,637.975,856.303,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.131,0.231,0.344,0.453,0.406,0.302,0.254,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,-0.06,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=84-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,18.216,173.893,364.065,533.137,777.13,1064.753,1323.944,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.503,0.25,0.175,0.233,0.202,0.207,0.179,None,.TRUE.,0.1,0.3,0.1,0.3,3539.0,1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1.0,1.0,6.0,0.0,25.0,0.08,-4.73,-0.04,-6.18,1.8,87.2,-0.04,-0.07,0.01,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=839-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,9.054,99.364,226.161,396.756,514.206,817.716,1062.122,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.097,0.248,0.244,0.302,0.288,0.262,0.213,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.06,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=838-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.338,193.816,621.479,1121.854,1660.026,2273.27,2657.337,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.215,0.276,0.184,0.151,0.119,0.12,0.11,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.05,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=837-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,12.18,118.783,376.394,727.52,1129.191,1719.563,1977.462,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.142,0.241,0.23,0.215,0.165,0.147,0.134,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,0.04,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=836-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,13.018,98.791,334.928,692.916,1126.982,1682.7,1904.659,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.211,0.241,0.224,0.218,0.16,0.149,0.139,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-2.24,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=835-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,11.578,84.027,230.018,515.646,928.75,1551.945,1766.542,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.113,0.228,0.349,0.293,0.198,0.167,0.151,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-0.66,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=834-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,9.767,101.974,190.21,342.842,504.272,817.078,997.469,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.133,0.293,0.305,0.385,0.322,0.262,0.228,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,-0.09,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=833-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,4.26,41.1,173.84,424.822,705.251,1017.943,1279.114,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.114,0.204,0.231,0.294,0.242,0.236,0.199,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,64.7,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=832-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,5.947,43.988,116.136,245.458,414.876,729.28,1037.88,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.128,0.173,0.278,0.354,0.31,0.283,0.224,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,2.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=831-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,10.698,104.512,286.985,531.569,874.797,1429.614,1677.693,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.167,0.262,0.288,0.284,0.205,0.183,0.165,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=830-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,9.72,84.591,195.105,333.45,510.427,918.14,1312.456,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.146,0.225,0.277,0.334,0.308,0.233,0.182,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,77.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=83-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,17.738,161.489,356.247,508.162,739.592,1064.965,1346.111,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.497,0.263,0.179,0.244,0.212,0.207,0.176,None,.TRUE.,0.1,0.3,0.1,1.0,3539.0,1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1.0,1.0,6.0,0.0,25.0,0.08,-4.73,-0.04,-6.18,1.8,87.2,-0.04,-0.07,0.01,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=829-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,12.28,134.371,461.444,969.582,1495.814,2051.63,2286.199,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.179,0.268,0.22,0.171,0.13,0.131,0.123,None,.TRUE.,0.1,0.2,0.1,0.6,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=828-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,17.859,155.185,724.981,1579.238,2184.754,2744.254,2930.176,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.221,0.252,0.161,0.121,0.103,0.111,0.106,None,.TRUE.,0.1,0.9,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=827-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,11.991,121.932,399.871,799.473,1329.58,1894.589,2119.383,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.152,0.232,0.199,0.194,0.144,0.14,0.131,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,6.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=826-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,13.792,146.009,588.15,1273.854,1860.115,2421.446,2619.618,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.16,0.284,0.189,0.141,0.113,0.119,0.113,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.8,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=825-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,9.374,76.805,173.714,300.176,437.889,785.096,1031.462,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.129,0.24,0.309,0.374,0.348,0.26,0.22,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.2,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=824-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,7.685,70.985,137.308,244.084,340.611,560.125,756.164,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.09,0.221,0.324,0.394,0.401,0.318,0.272,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=823-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,9.362,125.893,454.358,967.159,1501.24,2014.526,2267.451,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.135,0.299,0.229,0.172,0.129,0.132,0.124,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,457.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=822-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,9.87,107.153,243.791,484.084,775.682,1331.068,1584.469,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.14,0.263,0.258,0.277,0.22,0.177,0.16,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=821-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,11.011,105.769,339.6,683.309,1090.643,1671.448,1961.77,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.171,0.262,0.214,0.221,0.166,0.154,0.139,None,.TRUE.,0.1,0.2,0.1,0.4,4477.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=820-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,13.781,163.983,660.545,1410.51,2045.094,2540.006,2728.576,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.171,0.242,0.166,0.133,0.108,0.117,0.111,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=82-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,25.142,369.503,1118.56,1772.828,2315.685,2789.063,2947.056,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.508,0.184,0.11,0.103,0.091,0.104,0.102,None,.TRUE.,0.1,0.3,0.1,1.0,3539.0,1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1.0,1.0,3.0,0.0,25.0,0.08,-4.73,-0.04,-6.18,1.8,87.2,-0.04,-0.07,0.01,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=819-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,11.072,108.211,272.519,549.026,828.437,1274.422,1523.589,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.16,0.257,0.246,0.263,0.21,0.186,0.163,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
inputs=inputs_WIND=ORIGINAL_SPOTTING=.TRUE._S-CONFIG=818-lhs-large_CROWN-FIRE-MODEL=2_time_of_arrival.tif,inputs,ORIGINAL,.TRUE.,2.0,0.0,0.0,11.499,121.881,429.53,803.319,1237.569,1797.428,2046.403,5.983,83.43,376.957,376.957,522.005,580.028,805.9,818.786,0.0,0.16,0.247,0.181,0.191,0.152,0.143,0.132,None,.TRUE.,0.1,0.2,0.1,0.4,586.0,1.0,1667.0,1.0,3.0,0.1,0.5,0.1,0.9,1.0,1.0,3.0,0.0,97.0,0.07,-2.38,-0.09,-1.91,17.4,-149.1,0.08,-0.02,0.1,,,
